pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_lum,st_logg,ESI,isHabitable
Kepler-311 d,1,3,232.040326,0.7326,2.05,4.86,5903,1.16,0.97,0.193,4.3,0.662123232,0
Kepler-54 d,1,3,20.995694,0.126,1.53,2.96,4252,0.55,0.52,-1.301,4.73,0.661359255,0
Kepler-1690 b,1,1,234.636,0.7097,2.811,8.3,5404,0.86,0.94,-0.243,4.54,0.661052825,0
Kepler-1548 b,1,1,124.828679,0.4679,2.64,7.46,5706,0.97,0.99,-0.307,4.46,0.658761259,0
GJ 3473 c,2,2,15.509,0.0876,2.63,7.41,3347,0.36,0.36,-1.824,4.81,0.658474979,0
Kepler-309 c,1,2,105.356383,0.401,2.51,6.85,4713,0.72,0.67,-0.574,4.61,0.657522778,0
GJ 3293 e,1,4,13.2543,0.08208,1.63,3.28,3466,0.4,0.42,-1.658,4.78,0.657508741,0
Kepler-52 d,1,3,36.445171,0.182,1.95,4.46,4263,0.56,0.58,-0.996,4.73,0.654684342,0
TOI-237 b,1,1,5.436098,0.0341,1.44,2.67,3212,0.21,0.18,-2.387,5.04,0.649206962,0
Kepler-351 d,1,3,142.544247,0.5177,2.72,7.85,5225,0.78,0.81,-0.386,4.58,0.647143678,0
Kepler-267 d,1,3,28.464515,0.154,2.27,5.77,4258,0.56,0.54,-1.229,4.73,0.643548973,0
Kepler-296 d,2,5,19.850291,0.118,2.09,5.02,3740,0.48,0.5,-1.509,4.77,0.643008289,0
Kepler-230 c,1,2,91.773242,0.38,2.04,4.82,5588,0.82,0.84,-0.368,4.55,0.642137005,0
LTT 3780 c,2,2,12.2519,0.07673,2.3,8.6,3331,0.37,0.4,-1.777,4.9,0.642026359,0
Kepler-1341 b,2,1,132.9968322,0.4498,2.99,9.22,4662,0.72,0.79,-0.638,4.62,0.641840294,0
Kepler-1881 b,1,1,159.3939972,0.5368,2.981,9.17,5135,0.87,0.81,-0.307,4.46,0.641648365,0
TRAPPIST-1 b,1,7,1.510826,0.01154,1.116,1.374,2566,0.12,0.09,-3.257,5.24,0.640054879,0
Kepler-1554 b,1,1,198.088774,0.6314,2.9,8.75,5297,0.81,0.84,-0.393,4.56,0.639958794,0
K2-3 c,1,3,24.646582,0.1414,1.69,3.3,3835,0.6,0.62,-1.15,4.66,0.639141914,0
Kepler-1538 b,1,1,175.138819,0.6095,2.82,8.35,5837,1.03,1.03,-0.085,4.42,0.637903257,0
Kepler-152 c,1,2,88.255055,0.356,2.39,6.3,5088,0.72,0.83,-0.465,4.61,0.637567613,0
LP 890-9 b,1,2,2.7299025,0.01875,1.32,13.2,2850,0.16,0.12,-2.841,5.13,0.632802869,0
Kepler-1646 b,1,1,4.48558383,0.0295,1.23,2.04,3299,0.26,0.24,-1.78,5.01,0.631714777,0
Kepler-169 f,1,5,87.090195,0.359,2.58,7.18,4997,0.76,0.84,-0.496,4.58,0.628943821,0
LP 791-18 c,1,3,4.9899093,0.02961,2.438,7.1,2960,0.18,0.14,-2.638,5.12,0.627752924,0
Kepler-1636 b,1,1,425.47785,1.1546,3.23,10.5,5797,1.02,1.01,0.237,4.43,0.625226524,0
Kepler-1097 b,1,1,187.747029,0.5791,3.26,10.7,5211,0.79,0.82,-0.404,4.57,0.624518189,0
Kepler-445 d,1,3,8.15275,0.0439,1.25,2.1,3157,0.21,0.18,-2.1,4.93,0.623994448,0
Kepler-2000 c,1,2,20.6180348,0.1228,1.57,3.09,3757,0.58,0.58,-1.053,4.68,0.623173623,0
K2-152 b,1,1,32.6479,0.1716,2.29,5.86,4044,0.61,0.63,-1.06,4.67,0.62304291,0
Kepler-220 e,1,4,45.902733,0.226,1.33,2.33,4632,0.67,0.65,-0.676,4.65,0.621225969,0
K2-129 b,1,1,8.239493,0.057,1.04,1.12,3459.09,0.36,0.36,-1.828,4.87,0.621038181,0
Kepler-369 c,1,2,14.871572,0.094,1.41,2.57,3591,0.47,0.5,-1.42,4.79,0.618902523,0
Kepler-1058 b,1,1,110.96546,0.3679,2.72,7.85,4644,0.69,0.73,-0.316,4.63,0.618754402,0
Kepler-1858 b,1,1,88.07160187,0.3575,2.422,6.44,4939,0.82,0.79,-0.453,4.51,0.618430902,0
EPIC 211822797 b,1,1,21.1701963,0.1195,1.92,4.35,4057,0.58,0.62,-1.153,4.7,0.617314018,0
TOI-700 c,1,4,16.051137,0.0929,2.6,7.27,3459,0.42,0.42,-1.64,4.81,0.612882559,0
GJ 887 c,1,2,21.789,0.12,2.67,7.6,3688,0.47,0.49,-1.434,4.78,0.612334348,0
YZ Cet c,1,3,3.05989,0.02156,1.05,1.14,3151,0.16,0.14,-2.659,5.17,0.60903043,0
G 264-012 c,1,2,8.0518,0.0525,1.76,3.75,3326,0.3,0.3,-1.972,4.85,0.608924869,0
Kepler-1359 b,1,1,59.4970952,0.2769,2.83,8.4,4709,0.72,0.78,-0.717,4.62,0.606329197,0
TOI-2096 c,1,2,6.38784,0.04,1.914,4.32,3300,0.24,0.23,-2.228,5.05,0.605047574,0
K2-415 b,1,1,4.0179694,0.027,1.015,7.5,3173,0.2,0.16,-2.455,5.07,0.604255178,0
Kepler-1593 b,1,1,174.509835,0.546,3.17,10.2,4995,0.77,0.81,-0.652,4.59,0.603401521,0
Kepler-1038 b,1,2,148.4603382,0.5238,3.53,12.2,5335,0.83,0.87,-0.362,4.55,0.603380251,0
Kepler-1550 b,1,1,225.582809,0.7681,3.02,9.38,5991,1.11,1.07,0.119,4.38,0.600423631,0
Kepler-1567 b,1,1,153.979578,0.552,2.73,7.9,5655,0.93,0.95,-0.122,4.49,0.59626103,0
TOI-700 b,1,4,9.977219,0.0677,0.914,0.704,3459,0.42,0.42,-1.64,4.81,0.595184105,0
Kepler-549 c,1,3,117.040498,0.4453,2.93,8.91,5360,0.84,0.88,-0.306,4.54,0.594243254,0
Kepler-249 d,1,3,15.368459,0.097,1.57,3.09,3568,0.48,0.51,-1.495,4.78,0.591663938,0
Kepler-236 c,1,2,23.968127,0.132,2,4.66,3750,0.51,0.6,-1.229,4.75,0.591071128,0
Kepler-967 c,1,2,198.7112502,0.6253,3.65,12.9,5178,0.8,0.84,-0.718,4.56,0.586831513,0
GJ 357 c,1,3,9.1247,0.061,1.66,3.4,3505,0.34,0.34,-1.798,4.94,0.585187453,0
Kepler-985 b,1,1,116.331901,0.4451,2.98,9.17,5434,0.85,0.91,-0.283,4.54,0.585119066,0
Kepler-344 c,1,2,125.596809,0.488,2.95,9.01,5774,0.98,0.93,-0.185,4.45,0.582170686,0
K2-123 b,1,1,30.951524,0.1649,2.76,8.05,4035,0.59,0.62,-1.143,4.69,0.581934995,0
Kepler-610 c,1,2,151.86392,0.5594,3.3,10.9,5943,1.13,1.1,-0.11,4.37,0.580544204,0
Kepler-1700 b,1,1,234.239,0.7576,2.901,8.76,6031,1.09,1.12,0.154,4.41,0.579400856,0
TOI-1231 b,1,1,24.245586,0.1288,3.65,15.4,3553,0.48,0.49,-1.487,4.77,0.57888815,0
K2-72 d,1,4,7.760178,0.05,1.01,1.01,3360.47,0.33,0.27,-1.837,5.05,0.577561999,0
HD 191939 g,1,6,284,0.812,3.74,13.5,5348,0.94,0.81,-0.187,4.3,0.576293281,0
HD 219134 d,1,6,46.859,0.237,1.61,16.17,4699,0.78,0.81,-0.577,4.57,0.575887446,0
TOI-712 c,1,3,51.69906,0.2447,2.701,7.76,4622,0.67,0.73,-0.728,4.65,0.575109267,0
Kepler-1126 b,1,2,108.593329,0.4126,1.73,3.64,5798,0.93,0.92,-0.099,4.46,0.57422691,0
Kepler-235 d,1,4,20.060548,0.122,2.05,4.86,4255,0.55,0.58,-1.102,4.73,0.573605177,0
Kepler-1874 b,1,1,56.57320023,0.2633,2.211,5.52,4701,0.78,0.76,-0.577,4.54,0.573032081,0
TOI-270 d,1,3,11.379573,0.0721,2.133,4.78,3506,0.38,0.39,-1.712,4.87,0.572457727,0
Kepler-55 c,1,5,42.1516418,0.2095,2.21,69.8,4362,0.58,0.62,-0.763,4.7,0.570305975,0
Kepler-1718 b,1,1,135.1880035,0.4878,2.569,7.12,5731,0.91,0.85,-0.04,4.45,0.570205619,0
L 98-59 d,1,4,7.4507245,0.0486,1.521,1.94,3415,0.3,0.27,-1.948,4.86,0.569445512,0
Kepler-1036 b,1,1,122.8808058,0.4629,3.01,9.32,5533,0.89,0.95,-0.202,4.52,0.568131255,0
LTT 1445 A b,3,2,5.3587657,0.03813,1.305,2.87,3340,0.27,0.26,-2.046,4.97,0.567338564,0
GJ 143 b,1,2,35.61253,0.1915,2.61,22.7,4640,0.7,0.73,-0.686,4.61,0.564554619,0
Kepler-1101 b,1,1,81.3151059,0.3483,2.47,6.66,5614,0.91,0.94,-0.351,4.5,0.563448986,0
TOI-2136 b,1,1,7.851928,0.057,2.19,6.37,3342,0.34,0.34,-1.886,4.91,0.563263103,0
Kepler-786 b,1,1,53.5293487,0.2548,2.43,6.48,4838,0.74,0.81,-0.583,4.61,0.562127357,0
LP 791-18 d,1,3,2.753436,0.01992,1.032,0.9,2960,0.18,0.14,-2.638,5.12,0.560412377,0
Kepler-1853 b,1,1,48.88819885,0.2395,1.519,2.92,4821,0.79,0.77,-0.562,4.53,0.560094413,0
Kepler-1849 b,1,1,57.29290009,0.2597,2.387,6.29,4806,0.73,0.71,-0.662,4.56,0.560026311,0
Kepler-1802 c,1,2,33.13610077,0.1748,2.322,6,4245,0.64,0.65,-0.925,4.64,0.559848525,0
Kepler-315 c,1,2,265.469335,0.791,4.15,16.1,5796,1.04,0.98,0.004,4.38,0.559719766,0
Kepler-174 c,1,3,44.000529,0.214,1.49,2.83,4880,0.62,0.6,-0.57,4.68,0.559305583,0
Kepler-310 d,1,3,92.876125,0.392,2.47,7,5797,0.88,0.91,-0.239,4.52,0.5589135,0
Kepler-1661 b,2,1,175.06,0.633,3.87,17,5100,0.76,0.84,-0.513,4.66,0.556508387,0
Kepler-1948 b,1,1,15.57129955,0.1022,1.033,1.09,3872,0.56,0.59,-0.862,4.71,0.554936263,0
Kepler-1333 b,1,1,109.6471842,0.4382,2.81,8.3,5628,0.92,0.94,-0.188,4.49,0.553487053,0
Kepler-1678 b,1,1,147.974,0.5302,3.304,10.9,5754,0.83,1.03,-0.162,4.61,0.550563399,0
Kepler-505 b,1,1,27.52197994,0.1445,2.6,7.27,3931,0.53,0.55,-1.079,4.73,0.54988811,0
K2-54 b,1,1,9.7843,0.0671,1.15,1.6,3798,0.38,0.42,-1.011,4.89,0.548166042,0
Kepler-1227 b,1,1,94.2887577,0.4092,2.29,5.86,5747,0.95,0.97,-0.158,4.47,0.545814019,0
LHS 1140 c,1,2,3.77792,0.02734,1.169,1.76,2988,0.21,0.19,-2.488,5.06,0.545457891,0
Kepler-367 b,1,2,37.815724,0.201,1.3,2.24,4710,0.69,0.68,-0.617,4.63,0.545275785,0
Kepler-409 b,1,1,68.9583216,0.3192,1.199,6,5421,0.9,0.91,-0.202,4.5,0.544631512,0
Kepler-1388 e,1,4,37.6327084,0.1861,2.46,6.62,4098,0.61,0.63,-1.107,4.67,0.543070756,0
Kepler-32 d,1,5,22.7802,0.13,2.7,7.75,3900,0.53,0.58,-1.292,4.64,0.542954704,0
Kepler-1684 b,1,1,47.7055,0.2253,2.871,8.6,4706.54,0.67,0.75,-0.707,4.67,0.542241369,0
Kepler-251 e,1,4,99.640161,0.404,2.77,8.1,5526,0.89,0.95,-0.172,4.49,0.54223075,0
Kepler-132 e,2,4,110.2869374,0.4393,1.18,1.76,6023,1.1,1.03,0.211,4.37,0.541388651,0
Kepler-934 b,1,1,55.6738309,0.2658,2.09,5.02,5001,0.77,0.81,-0.478,4.59,0.536560328,0
K2-150 b,1,1,10.59357,0.0727,2,4.66,3499,0.44,0.46,-1.585,4.82,0.535988571,0
TOI-776 c,1,2,15.6653,0.1,2.02,5.3,3709,0.54,0.54,-1.31,4.73,0.534394993,0
Kepler-383 c,1,2,31.200751,0.172,1.24,2.07,4710,0.67,0.67,-0.698,4.62,0.533431556,0
Kepler-1168 b,1,1,55.8226539,0.2663,2.5,6.8,5157,0.82,0.87,-0.53,4.56,0.533016534,0
GJ 273 c,1,2,4.7234,0.036467,1.06,1.18,3382,0.29,0.29,-2.056,4.91,0.532402616,0
Kepler-149 d,1,3,160.018032,0.571,3.96,14.9,5381,0.95,0.92,-0.119,4.46,0.532135964,0
Kepler-139 c,1,2,157.072878,0.586,3.38,11.4,5594,1.3,1.05,0.016,4.25,0.531673309,0
Kepler-446 c,1,3,3.036179,0.0283,1.11,1.41,3359,0.24,0.22,-2.248,5.03,0.529922183,0
Kepler-1086 c,2,2,161.5163345,0.503,2.94,8.96,4350,0.66,0.7,-0.86,4.65,0.52971046,0
Kepler-176 e,1,4,51.16579,0.2494,1.45,2.7,5295,0.83,0.87,-0.404,4.55,0.528541756,0
Kepler-482 b,1,1,56.35418576,0.2537,2.36,6.17,4871,0.72,0.75,-0.539,4.6,0.528009755,0
Kepler-504 b,2,1,9.54927542,0.0646,1.59,3.15,3519,0.33,0.33,-1.577,4.94,0.526487868,0
Kepler-49 e,1,4,18.596108,0.116,1.56,3.05,4252,0.56,0.55,-1.131,4.73,0.526292446,0
Kepler-1132 b,1,1,62.8916228,0.2881,2.35,6.12,5298,0.83,0.87,-0.378,4.55,0.523838237,0
Kepler-942 b,1,1,44.96417488,0.2298,2.13,5.18,4861,0.75,0.81,-0.585,4.59,0.523281242,0
Kepler-1261 b,1,1,48.4308991,0.239,2.26,5.73,5006,0.77,0.82,-0.523,4.58,0.522439852,0
Kepler-239 c,1,2,56.228098,0.268,2.51,6.85,4914,0.76,0.76,-0.475,4.58,0.52231514,0
K2-118 b,1,1,50.92092,0.245,2.54,6.99,4726.29,0.73,0.76,-0.561,4.53,0.521051597,0
Kepler-218 d,1,3,124.5244647,0.4865,2.66,7.56,5542,1.02,1.01,0.009,4.42,0.520888308,0
Kepler-1634 b,1,1,374.876239,1.0525,3.19,10.3,5474,0.89,0.92,-0.265,4.51,0.520570303,0
Kepler-1151 b,1,1,65.6478424,0.3197,2.22,5.56,5470,0.85,0.88,-0.342,4.53,0.520468301,0
Kepler-333 c,2,2,24.08821,0.135,1.11,1.41,4259,0.53,0.6,-0.928,4.73,0.520311274,0
Kepler-331 d,1,3,32.134328,0.159,1.64,3.33,4347,0.49,0.65,-0.784,4.77,0.520239127,0
Kepler-976 b,1,1,105.9564148,0.4217,3.96,14.9,5232,0.83,0.87,-0.36,4.55,0.520154554,0
Kepler-1651 b,2,1,9.87863917,0.0692,1.84,4.04,3713,0.5,0.52,-1.368,4.84,0.519518821,0
Kepler-399 d,1,3,58.034616,0.261,1.89,4.23,5502,0.68,0.9,-0.418,4.62,0.518534885,0
K2-17 b,1,1,17.96753,0.119,2.23,5.6,4320,0.66,0.71,-0.997,4.8,0.517662598,0
Kepler-1460 b,1,1,29.9633247,0.1614,1.96,4.5,4422,0.67,0.7,-0.844,4.64,0.516773578,0
Kepler-841 b,1,1,124.4198398,0.479,5.23,23.8,5324,0.81,0.85,-0.362,4.56,0.515120441,0
GJ 3293 b,1,4,30.5987,0.14339,5.19,23.54,3466,0.4,0.42,-1.658,4.78,0.513934053,0
Kepler-332 d,1,3,34.21154,0.189,1.18,1.76,4955,0.72,0.8,-0.584,4.61,0.512903076,0
Kepler-538 b,2,1,81.73778,0.3554,2.215,12.9,5534,0.87,0.89,-0.179,4.51,0.5124311,0
Kepler-1780 b,1,1,109.4449997,0.4276,3.606,12.7,5403,0.87,0.87,-0.217,4.5,0.511978346,0
Kepler-1490 b,1,1,92.4362973,0.3729,3.04,9.48,5515,0.87,0.9,-0.319,4.52,0.511459921,0
Kepler-1237 b,1,1,84.5733226,0.3778,2.86,8.55,5472,0.9,0.94,-0.258,4.5,0.511006516,0
K2-315 b,1,1,3.1443189,,0.95,0.809,3300,0.2,0.17,-2.387,5.09,0.511004898,0
Kepler-1499 b,1,1,44.2008,0.2196,1.19,1.81,5097,0.78,0.82,-0.464,4.58,0.509491309,0
Wolf 1061 b,1,3,4.8869,0.0375,1.21,1.91,3342,0.31,0.29,-1.991,4.9,0.509479126,0
Kepler-296 b,2,5,10.864384,0.079,1.61,3.22,3740,0.48,0.5,-1.509,4.77,0.509087055,0
Kepler-1868 b,1,1,211.0339966,0.6266,3.15,10.1,4658,0.69,0.74,-0.662,4.63,0.508854364,0
Kepler-993 b,1,1,22.08557563,0.13,2.97,9.11,3843,0.54,0.57,-1.229,4.72,0.508130334,0
TOI-1266 b,1,2,10.894843,0.0736,2.37,13.5,3600,0.42,0.45,-1.58,4.85,0.507675275,0
Kepler-1318 b,1,1,213.257663,0.6085,3.11,9.85,4598,0.7,0.73,-0.73,4.62,0.507565004,0
Kepler-138 c,1,4,13.7815,0.0913,1.51,2.3,3841,0.54,0.54,-1.252,4.71,0.507325032,0
Kepler-1143 c,1,2,210.630591,0.6477,3.6,12.6,5053,0.77,0.81,-0.623,4.58,0.506406375,0
Kepler-1162 c,1,2,59.284064,0.2832,1.81,3.93,5225,0.86,0.86,-0.322,4.5,0.505526926,0
Kepler-81 d,1,3,20.837846,0.128,1.21,1.92,4500,0.59,0.65,-0.889,4.7,0.505279579,0
Kepler-1465 b,1,1,31.8277111,0.1939,1.77,3.78,4726,0.71,0.75,-0.652,4.62,0.505076776,0
Kepler-186 d,1,5,13.342996,0.0781,1.4,2.54,3788,0.47,0.48,-1.385,4.77,0.503529864,0
Kepler-540 b,1,1,172.7049784,0.5886,2.71,7.8,5946,1.08,1.02,0.207,4.38,0.499089538,0
Kepler-411 d,2,4,58.02035,0.279,3.319,15.2,4987,0.82,0.87,-0.579,4.59,0.499057374,0
K2-88 b,1,1,4.6122,0.0345,1.23,2.04,3537,0.26,0.26,-1.545,5.02,0.497672861,0
K2-136 d,2,3,25.575,0.1538,1.565,3,4500,0.68,0.74,-0.777,4.68,0.496490329,0
HD 42618 b,1,1,149.61,0.554,3.89,14.4,5727,1,1.01,-0.009,4.44,0.496202227,0
Kepler-987 b,1,1,105.3033148,0.4238,3.26,10.7,5637,0.91,0.97,-0.145,4.51,0.495227305,0
Kepler-1600 b,1,2,386.370548,0.9712,3.13,9.96,5214,0.82,0.86,-0.339,4.55,0.49463058,0
Kepler-220 d,1,4,28.122397,0.163,0.98,0.904,4632,0.67,0.65,-0.676,4.65,0.493944542,0
TOI-244 b,1,1,7.397225,0.0559,1.52,2.68,3433,0.43,0.43,-1.643,4.66,0.493646072,0
K2-149 b,1,1,11.332,0.083,1.64,3.33,3745,0.57,0.59,-1.31,4.71,0.493225897,0
K2-83 c,1,2,9.99767,0.07131,1.483,2.8,3910,0.42,0.48,-1.204,4.86,0.493069832,0
YZ Cet b,1,3,2.02087,0.01634,0.913,0.7,3151,0.16,0.14,-2.659,5.17,0.492974113,0
Kepler-231 c,1,2,19.271566,0.114,1.93,24.1,3767,0.49,0.58,-1.036,4.78,0.492763472,0
TOI-561 e,1,4,77.03,0.328,2.55,12.6,5372,0.84,0.81,-0.273,4.5,0.492643528,0
Kepler-260 c,1,2,76.050178,0.332,1.74,3.68,5250,0.86,0.92,-0.092,4.49,0.492053113,0
Kepler-782 b,1,1,158.6853308,0.5444,3.21,10.4,5867,1.01,0.98,0.11,4.42,0.491596517,0
K2-21 c,1,2,15.50192,0.107,2.49,6.76,4222.06,0.65,0.68,-0.985,4.83,0.491487527,0
Kepler-1456 b,1,1,18.1373829,0.1132,1.14,1.55,4231,0.62,0.64,-0.957,4.67,0.491467205,0
Kepler-1712 b,1,1,13.81499958,0.0903,2.284,5.83,3732,0.51,0.52,-1.179,4.74,0.490985464,0
Kepler-1521 b,1,1,47.14840805,0.2317,2.5,6.8,5042,0.76,0.81,-0.569,4.59,0.490060274,0
Kepler-205 c,1,2,20.306546,0.122,1.64,3.33,4321,0.55,0.59,-0.956,4.74,0.489656594,0
Kepler-1996 b,1,2,32.376183,0.1789,2.26,5.73,4580,0.68,0.75,-0.657,4.64,0.489654254,0
Kepler-598 c,1,2,86.4945,0.3576,3.024,9.4,5245,0.9,0.9,-0.258,4.48,0.489293727,0
Kepler-1801 c,1,2,116.583183,0.4572,2.91,8.8,5738,0.98,0.94,-0.223,4.43,0.488673572,0
Kepler-1503 b,1,1,96.16987,0.3771,2.27,5.77,5069,0.74,0.77,-0.144,4.59,0.487944392,0
K2-72 b,1,4,5.577212,0.04,1.08,1.28,3360.47,0.33,0.27,-1.837,5.05,0.487358877,0
Kepler-26 c,1,4,17.2559,0.10725,2.72,6.2,3914,0.51,0.54,-1.06,4.68,0.486699672,0
Kepler-1749 b,1,1,14.53409958,0.0956,1.613,3.23,3957,0.55,0.55,-0.95,4.69,0.486566675,0
Kepler-867 b,1,1,150.242127,0.5375,4.64,19.4,5541,0.91,0.92,0.117,4.49,0.486472128,0
HD 152843 c,1,2,24.38,,5.83,27.5,6310,1.43,1.15,0.45,4.19,0.486077914,0
Kepler-1418 b,1,1,22.4764425,0.131,1.66,3.39,4770,0.72,0.77,-0.616,4.61,0.484600062,0
Kepler-1750 b,1,1,205.9120026,0.6785,6.004,30.1,5644,0.97,0.98,0.061,4.46,0.483459027,0
Kepler-158 c,1,2,28.551383,0.158,1.9,4.27,4623,0.62,0.66,-0.757,4.66,0.483339487,0
Kepler-1663 b,1,1,17.6046,0.1072,3.304,10.9,3844,0.63,0.61,-1.109,4.63,0.482618224,0
Kepler-1026 b,1,1,36.5156053,0.1977,2.21,5.52,4948,0.75,0.79,-0.617,4.59,0.481047178,0
Kepler-397 c,1,2,135.498527,0.48,6.18,31.6,5307,0.77,0.84,-0.376,4.57,0.480492746,0
Kepler-378 c,1,2,28.906009,0.166,0.7,0.271,4661,0.67,0.78,-0.655,4.65,0.479655276,0
Kepler-1681 b,1,1,69.8956,0.32,2.553,7.05,5756.4,0.76,0.89,-0.293,4.54,0.478981432,0
Kepler-1535 b,1,1,138.9442,0.5329,2.55,7.04,6021,1.11,1.08,0.165,4.38,0.477461,0
Kepler-925 b,1,1,33.8678531,0.1805,2.34,6.08,4673,0.72,0.77,-0.684,4.62,0.476938783,0
Kepler-1789 b,1,1,80.23190308,0.3543,2.831,8.4,5436,0.89,0.92,-0.231,4.5,0.476208091,0
Kepler-215 e,1,4,68.16101,0.314,1.75,3.71,5739,1.03,0.94,-0.117,4.36,0.474895206,0
Kepler-988 b,1,1,17.76080053,0.1085,2.07,4.94,4005,0.53,0.55,-1.047,4.73,0.474509766,0
Kepler-354 d,1,3,24.209842,0.146,1.24,2.07,4648,0.67,0.65,-0.714,4.63,0.474076793,0
Kepler-712 c,1,2,226.89047,0.6732,4.85,21,5148,0.78,0.84,-0.484,4.58,0.473962002,0
Kepler-1620 b,1,1,101.951829,0.4322,1.61,3.22,6157,1.23,1.15,0.293,4.31,0.473660687,0
Kepler-83 c,2,3,20.09,0.11796,2.36,11.4,4082,0.61,0.66,-1.102,4.69,0.473403453,0
Kepler-327 d,1,3,13.969457,0.09,1.73,3.64,3799,0.49,0.59,-1.26,4.76,0.472847727,0
GJ 393 b,1,1,7.02679,0.05402,1.17,1.71,3579,0.43,0.43,-1.571,4.88,0.47205676,0
Kepler-306 e,1,4,44.840975,0.227,2.27,5.77,4954,0.72,0.81,-0.469,4.61,0.471222911,0
KOI-1783.02,1,2,284.215,0.8453,5.44,15,5922,1.14,1.08,0.213,4.3,0.470246337,0
Kepler-577 b,1,1,25.69578251,0.1348,2.55,7.04,4984,0.73,0.78,-0.555,4.61,0.467281456,0
Kepler-1599 b,1,1,122.363553,0.4823,1.62,3.26,5767,0.99,0.99,0.241,4.45,0.467245058,0
Kepler-951 b,2,1,71.52530845,0.3091,5.59,26.7,4834,0.73,0.77,-0.642,4.6,0.466649749,0
TOI-2096 b,1,2,3.1190633,0.025,1.243,2.08,3300,0.24,0.23,-2.228,5.05,0.466230425,0
Kepler-888 b,1,1,70.6979061,0.328,1.76,3.75,5875,0.9,0.97,-0.043,4.52,0.465153392,0
HD 136352 d,1,3,107.245,0.425,2.562,8.82,5664,1.06,0.87,0.016,4.39,0.464937282,0
Kepler-1185 b,1,1,104.3518976,0.4297,1.33,2.33,5622,0.87,0.96,0.282,4.54,0.463828689,0
Kepler-263 c,1,2,47.332773,0.242,2.47,6.66,5265,0.79,0.8,-0.456,4.58,0.463344468,0
Kepler-1766 b,1,1,105.0149994,0.4229,2.279,5.81,5868,1.04,0.92,0.175,4.36,0.463326061,0
Kepler-20 d,2,6,77.611455,0.3474,2.606,13.4,5495,0.92,0.93,-0.165,4.45,0.463047176,0
G 9-40 b,1,1,5.746007,0.0385,2.025,11.7,3348,0.31,0.29,-1.971,4.93,0.461482602,0
TOI-1338 b,2,2,95.174,0.4607,6.85,33,6050,1.33,1.13,0.329,4,0.461362973,0
Kepler-1632 b,1,1,448.303558,0.6762,2.47,6.66,6137,1.19,1.12,0.406,4.33,0.461293466,0
Kepler-1439 b,1,1,8.07392849,0.0594,1.46,2.73,3578,0.43,0.46,-1.544,4.83,0.460775549,0
Kepler-920 c,1,2,100.8274113,0.4029,3.8,13.8,5403,0.85,0.89,-0.183,4.54,0.460711891,0
KIC 5437945 b,1,2,440.7813,1.1455,6.4,33.6,6340,1.24,1.07,0.641,4.16,0.460548786,0
Kepler-241 c,1,2,36.065978,0.189,2.57,7.13,4699,0.67,0.67,-0.607,4.63,0.46014584,0
Kepler-102 f,1,5,27.453592,0.1656,0.861,4.3,4909,0.72,0.8,-0.584,4.6,0.459722429,0
Kepler-1716 b,1,1,35.58100128,0.1916,2.425,6.46,4894,0.68,0.75,-0.624,4.64,0.459669362,0
Kepler-1798 b,1,1,16.85589981,0.1082,2.309,5.94,3967,0.59,0.59,-0.957,4.67,0.459164054,0
Kepler-178 d,1,3,96.678988,0.397,3.95,14.8,5676,1.07,0.94,-0.208,4.33,0.45906426,0
Kepler-722 c,1,2,105.144749,0.4471,2.82,8.35,5863,1.05,1.03,-0.039,4.41,0.45707954,0
K2-26 b,1,1,14.5665,0.0962,2.67,7.61,3785,0.52,0.56,-1.31,4.72,0.456253636,0
KIC 9663113 b,1,2,572.3847,1.4062,4.6,19.2,6065,1.03,0.98,0.792,4.42,0.455685783,0
HD 23472 c,1,5,29.79749,0.1646,1.87,3.41,4684,0.71,0.67,-0.625,4.53,0.455429227,0
Kepler-1498 b,1,1,48.051405,0.2528,1.33,2.33,5256,0.81,0.86,-0.166,4.56,0.455140824,0
GJ 887 b,1,2,9.262,0.068,1.88,4.2,3688,0.47,0.49,-1.434,4.78,0.454957117,0
Kepler-281 d,1,3,148.2720032,0.5456,5.937,29.5,5717,0.88,0.98,0.146,4.54,0.454744282,0
Kepler-196 c,1,3,47.427737,0.24,2.24,5.65,5128,0.78,0.85,-0.393,4.57,0.454578127,0
Kepler-441 b,1,1,207.2482,0.64,1.64,3.33,4340,0.55,0.57,-1.051,4.71,0.454311479,0
Kepler-124 d,1,3,30.950851,0.17,1.11,1.41,4984,0.64,0.84,-0.467,4.67,0.453922626,0
Kepler-357 d,1,3,49.499875,0.246,3.43,11.6,5036,0.83,0.79,-0.556,4.5,0.453284525,0
Kepler-1630 b,1,1,509.997402,1.1218,2.19,5.43,4736,0.63,0.66,-0.646,4.66,0.452055604,0
Kepler-973 b,1,1,49.6077331,0.2508,1.96,4.5,5213,0.78,0.86,-0.344,4.58,0.450779818,0
Kepler-1628 b,1,1,76.378033,0.2952,6.43,33.8,3724,0.52,0.55,-1.33,4.74,0.450196745,0
Kepler-55 b,1,5,27.9481449,0.1593,2.43,43,4362,0.58,0.62,-0.763,4.7,0.448121477,0
Kepler-159 c,1,2,43.595792,0.218,3.41,11.5,4625,0.66,0.63,-0.754,4.65,0.447994878,0
