pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
Kepler-918 b,4.85386933,0.0569,1.74,3.68,1.14,1.11,-0.018,0.274701639,0
Kepler-1428 b,10.67607169,0.1059,1.64,3.33,1.36,1.28,0.944,0.274695598,0
Kepler-1313 b,3.83309118,0.046,1.76,3.75,0.85,0.92,-0.325,0.274690531,0
Kepler-1322 b,0.96286738,0.0183,1.61,3.22,0.87,0.9,-0.101,0.274544192,0
K2-62 b,6.67202,0.0636,2.14,5.22,0.73,0.77,-0.727,0.274525934,0
K2-216 b,2.1748,0.028,1.75,8,0.72,0.7,-0.721,0.274511365,0
Kepler-947 b,26.9644317,0.1773,2.28,5.82,0.87,0.9,0.142,0.27447276,0
Kepler-269 c,8.127899,0.081,1.69,3.5,0.96,0.92,0.368,0.27446166,0
Kepler-375 c,19.986326,0.141,2.65,7.51,0.84,0.92,-0.163,0.274456154,0
Kepler-254 d,18.746477,0.139,2.5,6.8,0.91,0.93,-0.125,0.274452426,0
Kepler-1071 b,6.1799844,0.0615,2.38,6.26,0.81,0.86,-0.313,0.274396053,0
Kepler-1796 b,29.4557991,0.1879,2.75,8,0.95,1.02,0.118,0.274320104,0
Kepler-1569 b,5.79180156,0.0654,1.68,3.46,1.4,1.25,0.335,0.274239671,0
Kepler-85 c,12.513,0.1007,2.18,20.9,1.24,0.92,-0.212,0.274215386,0
Kepler-240 c,7.953528,0.074,2.2,102.3,0.74,0.75,-0.524,0.274172763,0
Kepler-1654 b,1047.8356,2.026,9.18,158.915,1.18,1.01,0.09,0.274155629,0
Kepler-244 c,9.767292,0.087,2.05,4.86,0.8,0.96,-0.256,0.274069938,0
Kepler-24 d,4.244384,0.051,1.67,3.43,1.29,0.98,0.142,0.274064409,0
Kepler-1954 b,5.88343,0.0625,1.802,3.9,0.85,0.94,0.045,0.274058975,0
Kepler-1685 b,20.4905,0.1485,2.577,7.16,0.84,0.96,-0.245,0.27405264,0
Kepler-346 c,23.851549,0.168,3.07,9.64,1.02,0.95,-0.153,0.274022332,0
HD 80653 b,0.719573,0.01661,1.613,5.72,1.22,1.18,0.24,0.27400148,0
Kepler-1859 c,3.59645081,0.0473,1.66,3.39,1.24,1.09,0.154,0.273996431,0
Kepler-1873 b,0.558842,0.0128,1.626,3.28,0.79,0.9,-0.41,0.273854965,0
Kepler-512 b,34.43587975,0.2194,2.69,7.7,1.3,1.17,0.216,0.273811189,0
Kepler-9 d,1.592851,0.0273,1.64,3.33,1.02,1.07,0.037,0.273806486,0
Kepler-1964 b,2.44082999,0.0322,1.781,3.83,0.7,0.75,-0.631,0.273764584,0
Kepler-853 b,7.16892463,0.0779,1.69,3.5,1.55,1.3,0.51,0.273724899,0
Kepler-1769 b,89.1934967,0.3987,4.465,18.2,1.3,1.06,0.215,0.273650086,0
TOI-2260 b,0.3524728,0.0097,1.62,3.26,0.94,0.99,-0.199,0.273638035,0
Kepler-1515 b,214.3114164,0.7655,9.55,66.2,1.41,1.3,0.566,0.273630979,0
Kepler-254 c,12.412183,0.105,2.15,3.2,0.91,0.93,-0.125,0.273543644,0
Kepler-79 e,81.0659,0.386,3.49,4.1,1.3,1.17,0.342,0.273531328,0
Kepler-1307 b,18.01621096,0.1369,2.47,6.66,1.08,1.06,-0.205,0.273496408,0
Kepler-160 b,4.309397,0.05511,1.715,3.59,1.12,0.97,0.004,0.273459609,0
TOI-2411 b,0.7826942,0.0144,1.68,3.46,0.68,0.65,-0.871,0.273342065,0
Kepler-1195 b,8.49642241,0.0726,2.08,4.98,0.71,0.74,-0.446,0.273232358,0
TOI-125 d,19.98,0.137,2.93,13.6,0.85,0.86,-0.285,0.273165383,0
Kepler-501 c,3.62276006,0.0467,1.681,3.47,1.22,1.03,0.216,0.273160405,0
Kepler-21 b,2.7858212,0.0434,1.639,7.5,1.9,1.41,0.715,0.273139624,0
Kepler-1115 b,23.5540725,0.2134,1.7,3.53,1.73,1.6,1.254,0.273115403,0
Kepler-1893 b,4.17936993,0.0504,1.706,3.55,1.16,0.97,0.16,0.273099665,0
Kepler-1820 b,31.03249931,0.1964,3.119,9.9,0.93,1.05,-0.022,0.273035127,0
Kepler-1336 b,23.198681,0.1595,1.98,4.58,1.3,0.94,0.421,0.273015944,0
Kepler-1021 b,13.47469571,0.1034,2.33,6.04,0.86,0.89,-0.288,0.273002109,0
Kepler-85 b,8.306,0.0766,1.97,4.54,1.24,0.92,-0.212,0.272995117,0
Kepler-1087 b,0.69384285,0.0148,0.61,0.165,0.94,0.96,-0.097,0.272977816,0
Kepler-611 b,2.4370333,0.0351,1.65,3.36,1.01,1.01,0.383,0.272956095,0
Kepler-1070 b,6.2216147,0.0693,1.73,3.64,1.32,1.21,0.285,0.272922647,0
Kepler-356 c,13.121632,0.115,1.81,3.93,1.33,1.17,0.461,0.272873939,0
Kepler-50 b,7.81254,0.077,1.71,8.9,1.58,1.24,0.536,0.272780712,0
Kepler-946 b,11.79162572,0.1002,1.93,4.38,0.93,0.94,0.134,0.272739644,0
Kepler-1106 b,1.25275217,0.0239,1.65,3.36,1.17,1.11,0.159,0.27271121,0
Kepler-1705 b,9.03502,0.08,2.03,4.47,1.26,1.14,0.354,0.272698207,0
Kepler-305 e,3.20538,0.0399,1.794,3.87,0.83,0.82,-0.423,0.272688177,0
Kepler-122 e,37.993273,0.227,2.6,27.7,1.22,1.08,0.27,0.272606703,0
Kepler-1929 b,59.36249924,0.2987,3.073,9.65,1.47,1.01,0.593,0.272550868,0
Kepler-1818 b,4.64490986,0.055,1.714,3.58,1.13,1.02,0.261,0.272513696,0
Kepler-148 d,51.84688575,0.2607,8.68,56.3,0.81,0.86,-0.383,0.272485128,0
TOI-1670 b,10.98462,0.103,2.06,41.31769,1.32,1.21,0.4,0.272416754,0
Kepler-59 c,17.9801235,0.1372,1.98,4.58,0.94,1.04,0.324,0.272376459,0
Kepler-1368 b,0.67564949,0.0153,1.65,3.36,1.08,1.07,0.051,0.272318152,0
Kepler-321 b,4.915379,0.057,1.77,3.78,1.19,1.03,-0.008,0.272312848,0
Kepler-1148 b,1.10446351,0.0188,1.69,3.5,0.77,0.81,-0.531,0.272284071,0
Kepler-1320 b,0.86838653,0.0163,1.7,3.53,0.74,0.8,-0.729,0.272281578,0
Kepler-188 b,2.061897,0.032,1.68,3.46,1.14,0.98,0.034,0.272229082,0
Kepler-514 b,5.65179605,0.0676,1.72,3.61,1.44,1.28,0.353,0.272203128,0
HD 3167 b,0.959641,0.01796,1.67,4.97,0.88,0.84,-0.27,0.272100596,0
Kepler-1931 b,38.5760994,0.2356,2.653,7.53,1.22,1.17,0.474,0.272070639,0
Kepler-282 e,44.347,0.2269,3.1,56.2,0.89,0.97,0.106,0.271978347,0
Kepler-968 b,3.69298373,0.0389,2,4.66,0.7,0.76,-0.763,0.271966501,0
Kepler-761 b,10.12804789,0.0874,2.03,4.78,0.93,0.95,-0.117,0.271950419,0
Kepler-1468 b,8.23984869,0.0817,1.73,3.64,1.05,1.04,0.531,0.271901038,0
Kepler-848 b,6.91134416,0.072,1.7,3.53,1.2,1.01,0.594,0.271855417,0
Kepler-1336 c,5.77721211,0.0631,1.71,3.57,1.3,0.94,0.421,0.271831401,0
TOI-178 d,6.5577,0.0592,2.572,3.01,0.65,0.65,-0.879,0.271824878,0
Kepler-1991 c,22.79020351,0.1528,2.57,7.13,1.05,0.91,-0.108,0.271730449,0
TOI-411 b,4.040301,0.0528,1.72,3.61,1.16,1.1,0.209,0.271698204,0
Kepler-1751 b,7.01731014,0.0712,1.824,3.98,0.97,0.97,0.036,0.271695332,0
Kepler-294 b,3.701212,0.048,1.77,3.78,0.98,0.95,-0.148,0.271679883,0
Kepler-53 c,38.5583038,0.2255,3.17,36,0.89,0.98,0.036,0.271553437,0
Kepler-758 c,4.75793986,0.0547,1.69,3.5,1.42,1.16,0.563,0.271538344,0
Kepler-20 b,3.6961049,0.04565,1.773,9.7,0.92,0.93,-0.165,0.271510421,0
Kepler-595 b,25.3029092,0.1582,3.708,17.4,0.82,0.93,-0.348,0.271489767,0
Kepler-1032 b,3.29011795,0.0361,1.87,4.16,0.71,0.77,-0.655,0.271489093,0
Kepler-850 b,7.19303878,0.0744,1.78,3.82,1.09,1.06,0.173,0.271190896,0
Kepler-48 b,4.778,0.0528,1.88,3.94,0.89,0.88,-0.289,0.271163094,0
Kepler-619 c,1.20846503,0.0225,1.69,3.5,1.11,1.09,-0.04,0.271128632,0
Kepler-133 b,8.129976,0.083,1.76,3.75,1.43,1.02,0.41,0.271100646,0
Kepler-272 c,6.057342,0.061,1.79,97.8,0.93,0.86,0.066,0.271024569,0
Kepler-366 c,12.51616,0.11,1.79,3.86,1.05,1.06,0.573,0.270946394,0
Kepler-1002 b,4.33642933,0.0564,1.71,3.57,1.57,1.22,0.501,0.270921855,0
Kepler-166 d,1.55400393,0.0246,1.73,3.64,0.83,0.88,-0.385,0.270897838,0
Kepler-1167 b,1.00393374,0.0175,1.71,3.57,0.75,0.79,-0.536,0.270816316,0
KOI-94 b,3.743208,0.05119,1.71,10.5,1.52,1.28,0.479,0.270793459,0
Kepler-749 b,17.31716585,0.1054,3.1,9.8,0.75,0.79,-0.494,0.270666471,0
Kepler-1580 b,56.6449279,0.323,2.11,5.1,2.15,1.47,0.926,0.270629557,0
Kepler-1914 b,30.82789993,0.1954,2.943,8.97,0.96,1.05,0.077,0.270605289,0
Kepler-772 b,12.99207337,0.1071,1.82,3.97,1.11,0.98,0.475,0.270552556,0
Kepler-328 b,34.921,0.2199,2.3,28.5,1.06,1.15,0.44,0.270546823,0
HD 63433 c,20.5453,0.1458,2.67,7.61,0.91,0.99,-0.123,0.270512545,0
Kepler-709 b,16.08524954,0.1173,2.92,8.85,0.77,0.8,-0.481,0.270503461,0
Kepler-1153 b,1.75583533,0.0277,1.73,3.64,0.88,0.91,-0.284,0.270485883,0
K2-131 b,0.3693038,0.00936,1.69,7.9,0.76,0.8,-0.479,0.270459592,0
Kepler-961 b,16.87727414,0.1245,2.55,7.04,0.9,0.96,-0.194,0.270436979,0
Kepler-949 c,20.99757968,0.1394,2.97,9.11,0.9,0.82,-0.442,0.2703736,0
Kepler-534 b,15.95994513,0.1272,2.24,5.65,0.98,1.05,0.147,0.270324194,0
Kepler-304 c,5.315946,0.054,2.17,5.35,0.69,0.8,-0.662,0.270302114,0
Kepler-1856 b,1.30200005,0.0215,1.734,3.66,0.82,0.78,-0.331,0.270254725,0
Kepler-1017 b,7.23400469,0.0702,1.99,4.62,0.87,0.93,-0.161,0.270229558,0
Kepler-1189 b,3.78858982,0.0467,1.77,3.78,1.16,1.11,0.041,0.270189945,0
Kepler-179 c,6.40013,0.064,2,4.66,0.76,0.84,-0.278,0.270186828,0
Kepler-1958 b,9.32861996,0.0856,2.051,4.86,0.86,0.96,-0.001,0.270113148,0
Kepler-1516 b,7.25931979,0.0718,1.75,3.71,1.07,1.04,0.446,0.270078515,0
K2-77 b,8.199796,0.076,2.3,603.877,0.76,0.8,-0.5,0.270075044,0
Kepler-33 b,5.66793,0.0677,1.74,3.68,1.82,1.29,0.556,0.27005171,0
Kepler-265 b,6.846262,0.069,1.86,4.12,1.1,0.98,0.005,0.269926673,0
Kepler-82 d,2.382961,0.034,1.77,3.78,0.95,0.96,-0.185,0.269898962,0
Kepler-1111 b,8.79617863,0.0872,2,4.66,1.15,1.1,-0.09,0.269857902,0
Kepler-304 d,9.653471,0.08,2.75,8,0.69,0.8,-0.662,0.269830815,0
Kepler-1382 b,16.3583055,0.1404,1.88,4.19,1.72,1.36,0.572,0.269826485,0
Kepler-971 b,9.59070716,0.0827,2.13,5.18,0.85,0.88,-0.299,0.269700288,0
Kepler-1374 b,10.65276707,0.0918,2.29,5.86,0.81,0.85,-0.368,0.269693173,0
Kepler-825 c,8.1818246,0.0759,1.84,4.04,1.08,1.03,0.12,0.269626999,0
Kepler-372 c,20.053763,0.154,2.09,5.02,1.14,1.2,0.321,0.269623713,0
Kepler-30 b,29.33434,0.18,3.9,11.3,0.95,0.99,-0.237,0.269605709,0
Kepler-1875 b,34.45859909,0.2039,3.227,10.5,0.86,0.95,0.407,0.269591963,0
Kepler-822 b,3.22296927,0.0412,1.77,3.78,1.08,1.06,-0.005,0.269537336,0
HIP 97166 b,10.28891,0.089,2.74,20,0.84,0.9,-0.331,0.269449542,0
K2-64 b,6.53044,0.0619,2.07,4.94,0.73,0.74,-0.234,0.26943978,0
K2-165 d,14.101361,,2.648,7.5,0.8,0.83,-0.37,0.269426106,0
Kepler-1534 b,5.71668872,0.0599,1.89,4.23,0.86,0.9,-0.233,0.26941298,0
Kepler-342 d,39.459357,0.242,2.49,6.76,1.47,1.26,0.453,0.269285651,0
Kepler-1225 b,7.01075434,0.0771,1.82,3.97,1.19,1.13,0.333,0.269279409,0
Kepler-1522 b,1.84788917,0.0288,1.73,3.64,0.93,0.96,0.092,0.269277148,0
Kepler-350 b,11.189562,0.104,1.85,4.08,1.53,1.19,0.428,0.269230509,0
Kepler-1916 b,31.25429916,0.2053,2.618,7.35,1.09,1.18,0.214,0.269174617,0
Kepler-253 d,18.119869,0.13,3.17,10.2,0.79,0.85,-0.387,0.26915757,0
Kepler-1754 b,8.19594955,0.0718,2.44,6.53,0.75,0.73,-0.612,0.269109492,0
HD 20329 b,0.926118,0.018,1.72,7.42,1.13,0.9,0.049,0.269074778,0
Kepler-765 b,27.6655226,0.1754,2.43,6.48,1.06,1.05,0.146,0.269064344,0
K2-74 b,19.5666,0.1402,2.31,5.95,0.98,0.96,0.06,0.269035036,0
Kepler-771 b,8.73485836,0.0843,1.82,3.97,1.05,1.03,0.355,0.26902933,0
Kepler-881 b,4.44448017,0.0552,1.78,3.82,1.09,1.06,0.12,0.269019399,0
Kepler-176 c,12.759712,0.102,2.6,23,0.89,0.79,-0.404,0.268860197,0
Kepler-238 b,2.090876,0.034,1.73,3.64,1.43,1.06,0.43,0.268792899,0
Kepler-523 b,5.83598311,0.0606,1.96,4.5,0.86,0.93,-0.28,0.268789188,0
Kepler-1304 b,16.1288853,0.1202,2.29,5.86,0.81,0.85,0.639,0.268735195,0
Kepler-1669 c,1.60932005,0.0228,1.901,4.27,0.6,0.61,-0.803,0.268729688,0
EPIC 220674823 b,0.571292,0.01326,1.725,8.21,0.99,0.95,-0.119,0.268692873,0
TOI-1075 b,0.6047328,0.01159,1.791,9.95,0.58,0.6,-1.144,0.268669904,0
Kepler-755 b,1.26909037,0.0214,1.76,3.75,0.77,0.82,-0.457,0.268656898,0
Kepler-214 c,28.7798,0.194,2.13,5.18,1.35,1.11,0.511,0.268618777,0
Kepler-1119 b,8.3265153,0.0812,1.92,4.35,1.17,1.11,0.486,0.268594462,0
Kepler-1679 b,9.75376,0.0892,2.069,4.93,0.87,0.96,-0.201,0.268566812,0
Kepler-1895 b,6.07029009,0.0615,2.119,5.14,0.76,0.86,-0.23,0.268249225,0
Kepler-1821 b,16.45809937,0.1244,2.592,7.24,0.88,0.95,-0.124,0.268245249,0
Kepler-165 b,8.180848,0.072,2.32,5.99,0.77,0.79,-0.472,0.268204994,0
Kepler-904 b,3.02166863,0.0417,1.77,3.78,1.25,1.16,0.154,0.26819657,0
Kepler-1375 b,3.3004192,0.0471,1.74,3.68,1.78,1.47,0.822,0.268189002,0
Kepler-587 b,10.94027841,0.0952,2.23,5.6,0.89,0.92,-0.238,0.268165483,0
Kepler-865 b,14.16399294,0.1057,2.49,6.76,0.92,0.93,-0.298,0.268068816,0
Kepler-178 c,20.552802,0.142,2.88,8.65,1.07,0.94,-0.208,0.268067018,0
Kepler-989 b,7.96431535,0.0734,2.21,5.52,0.78,0.82,-0.427,0.268058525,0
Kepler-1121 b,13.15141081,0.1187,1.91,4.31,1.59,1.29,0.475,0.268010388,0
Kepler-641 b,9.48961571,0.0879,1.85,4.08,1.13,1.02,0.39,0.268002248,0
Kepler-229 b,6.252972,0.062,2.2,5.48,0.73,0.8,-0.538,0.267987636,0
Kepler-1181 c,8.93484887,0.0928,1.83,4.01,1.35,1.34,0.472,0.267985786,0
Kepler-1127 b,5.12330347,0.0556,1.96,4.5,0.95,0.97,-0.259,0.267917931,0
HD 213885 b,1.008035,0.02012,1.745,8.83,1.1,1.07,0.139,0.267884016,0
Kepler-1003 b,3.55485691,0.0444,1.78,3.82,1.17,1.11,0.282,0.267857773,0
Kepler-135 b,6.00253,0.067,1.81,3.93,1.27,1.25,0.448,0.267814676,0
Kepler-260 b,8.187399,0.075,2.01,4.7,0.86,0.92,-0.092,0.267802421,0
Kepler-122 d,21.587475,0.155,2.2,5.48,1.22,1.08,0.27,0.267716619,0
Kepler-148 b,1.729366,0.028,1.8,3.89,0.85,0.86,-0.383,0.267629356,0
Kepler-1814 c,0.62628177,0.0133,1.76,3.75,0.82,0.79,-0.506,0.26749699,0
Kepler-1828 b,10.2737999,0.0924,2.116,5.13,0.9,1,-0.111,0.267439824,0
Kepler-1369 b,25.873148,0.1741,2.69,7.7,0.99,0.99,-0.01,0.267392755,0
K2-111 b,5.3518,0.0565,1.82,5.58,1.25,0.84,0.279,0.267366275,0
Kepler-60 c,8.9187,0.0835,1.9,3.85,1.26,1.04,0.369,0.267364384,0
K2-15 b,11.8104,0.091,2.48,6.71,0.68,0.72,-0.453,0.267326546,0
K2-46 b,19.1541,0.13821,2.05,4.86,1.29,0.96,0.413,0.267266289,0
Kepler-1292 b,3.27646405,0.0443,1.82,3.97,0.93,0.95,-0.091,0.26714247,0
Kepler-917 b,2.97041437,0.0378,1.91,4.31,0.76,0.8,0.764,0.267126508,0
Kepler-633 c,23.78319931,0.1618,2.296,5.89,1.27,1,0.16,0.26700522,0
Kepler-349 b,5.929778,0.065,1.9,94.5,0.93,1.02,-0.007,0.266984099,0
Kepler-792 b,11.30119217,0.0988,1.96,4.5,1.12,1.09,0.274,0.266947322,0
K2-32 c,20.66093,0.13843,3.134,8.1,0.86,0.83,-0.488,0.266944241,0
Kepler-1344 b,4.7683049,0.0568,1.84,4.04,1.13,1.09,0.146,0.266937951,0
Kepler-613 b,15.77979614,0.1232,2.29,5.86,0.96,0.98,-0.057,0.266902285,0
Kepler-1160 b,7.97034958,0.0755,2.14,5.22,0.89,0.92,-0.343,0.266810768,0
Kepler-496 b,8.30864937,0.0747,2.32,5.99,0.82,0.86,-0.416,0.266790213,0
Kepler-1704 b,988.88112,2.027,11.949,1322.16617,1.7,1.13,0.452,0.266776458,0
Kepler-529 c,12.8345022,0.1075,2,4.66,1.14,1.07,0.207,0.266742997,0
Kepler-467 b,24.99324193,0.1651,2.25,5.69,1.37,1.05,0.323,0.266576313,0
HD 207496 b,6.441008,0.0629,2.25,6.1,0.77,0.8,-0.509,0.266527594,0
Kepler-60 d,11.8981,0.1012,1.99,4.16,1.26,1.04,0.369,0.266385491,0
Kepler-136 c,16.399235,0.133,1.99,4.62,1.35,1.2,0.467,0.266313984,0
Kepler-365 b,10.664903,0.098,2.04,4.82,1.05,1.02,0.112,0.266284794,0
Kepler-1866 b,11.66009998,0.1016,2.082,4.99,1.08,1.03,0.144,0.266256256,0
Kepler-1857 b,8.94340992,0.0807,1.961,4.5,1.01,0.87,0.205,0.266198209,0
Kepler-347 b,12.79836,0.11,1.97,4.54,1.01,1.05,0.342,0.26618657,0
Kepler-291 c,5.700786,0.065,1.88,4.19,1.02,0.9,0.071,0.266128042,0
Kepler-660 b,9.27358194,0.0759,2.57,7.13,0.71,0.75,-0.626,0.266102132,0
Kepler-797 b,27.07237711,0.181,2.17,5.35,0.95,0.96,0.47,0.265974468,0
Kepler-80 c,9.52355,0.0792,2.74,6.74,0.68,0.73,-0.77,0.265916208,0
Kepler-181 c,4.302149,0.049,1.99,4.62,0.75,0.85,-0.379,0.265909049,0
Kepler-102 b,5.286965,0.05521,0.46,1.1,0.72,0.8,-0.584,0.265800253,0
Kepler-172 d,14.627119,0.118,2.25,5.69,1.08,1,-0.032,0.265776989,0
Kepler-1691 b,3.8482,0.0495,1.835,4.02,1.13,1.11,0.175,0.265731862,0
Kepler-626 b,14.48585199,0.115,2.29,5.86,1.05,1.01,-0.042,0.265595191,0
K2-117 b,1.2916,0.0189,2.03,4.78,0.51,0.54,-1.357,0.265526123,0
Kepler-250 c,7.156804,0.069,2.28,5.82,0.81,0.83,-0.457,0.265504128,0
Kepler-1180 b,16.8601286,0.1246,1.99,4.62,1.14,1.09,0.417,0.265443963,0
Kepler-282 d,24.806,0.154,2.46,61,0.89,0.97,0.106,0.265402903,0
Kepler-1951 b,20.65780067,0.1435,2.321,6,1.31,0.92,0.501,0.265375393,0
Kepler-638 b,6.07972888,0.0632,1.83,4.01,0.93,0.88,0.532,0.26522208,0
Kepler-621 b,2.62811375,0.031,2.3,5.9,0.68,0.72,-0.759,0.265187146,0
Kepler-1422 b,18.6051942,0.1499,2.02,4.74,1.23,1.15,0.447,0.26516298,0
Kepler-1529 b,5.33905686,0.0525,2.1,5.06,0.77,0.81,-0.52,0.265162371,0
Kepler-308 b,9.694928,0.09,2.12,5.14,0.94,0.92,-0.116,0.265158365,0
Kepler-824 b,4.51436633,0.055,1.87,4.16,1.22,1.15,0.122,0.265157368,0
Kepler-1922 b,13.22259998,0.1077,2.291,5.86,0.86,0.95,0.152,0.265093138,0
Kepler-444 c,4.5458841,0.04881,0.497,0.0793,0.75,0.76,-0.425,0.264954449,0
Kepler-1777 b,12.18420029,0.1031,2.132,5.19,1.07,0.98,-0.033,0.264879075,0
Kepler-1407 b,20.0711504,0.1502,2.25,5.69,1.15,1.1,0.271,0.264791813,0
TOI-2018 b,7.435583,,2.268,9.2,0.62,0.57,-1,0.264770915,0
Kepler-217 c,8.586004,0.089,1.85,4.08,1.8,1.14,0.754,0.264633137,0
Kepler-19 b,9.28699,0.0846,2.209,6.1,0.86,0.94,-0.161,0.264580529,0
WASP-47 e,0.7895933,0.01673,1.808,6.77,1.14,1.04,0.032,0.264578993,0
Kepler-1078 b,3.00725242,0.0388,1.9,4.27,0.92,0.94,0.5,0.264519632,0
Kepler-242 b,8.20395,0.075,2.61,7.32,0.85,0.81,-0.613,0.264502804,0
Kepler-556 b,11.72292176,0.0973,2.24,5.65,0.98,1,-0.048,0.264487423,0
Kepler-1782 b,5.75622988,0.0582,2.229,5.6,0.73,0.79,-0.556,0.264397331,0
Kepler-1879 b,10.61340046,0.0953,2.065,4.92,1.39,1.02,0.384,0.264343522,0
Kepler-839 b,37.8144514,0.2341,2.57,7.13,1.31,1.22,0.437,0.264323024,0
Kepler-1827 b,3.70061994,0.0455,1.856,4.1,1.4,0.92,0.187,0.264312324,0
Kepler-270 b,11.476094,0.107,2.01,4.7,1.46,1.17,0.312,0.264292663,0
WASP-132 c,1.011534,0.0182,1.85,37.35,0.75,0.78,-0.597,0.264226649,0
Kepler-166 b,7.650254,0.072,2.27,5.77,0.74,0.88,-0.385,0.264122726,0
Kepler-602 b,15.28469497,0.1224,2.09,5.02,1.13,1.08,0.326,0.264119897,0
Kepler-1186 b,16.07677615,0.1281,2.23,5.6,0.93,0.95,0.064,0.264050743,0
Kepler-478 b,13.2217576,0.1032,2.71,7.8,0.8,0.85,-0.371,0.263850613,0
TOI-733 b,4.884765,0.0618,1.992,5.72,0.95,0.96,-0.086,0.263799878,0
Kepler-23 b,7.1073,0.075,1.9,254.3,1.52,1.11,0.362,0.263730768,0
EPIC 229004835 b,16.141132,0.1237,2.332,10.4,1,0.97,0.03,0.263567713,0
Kepler-1839 b,5.05675983,0.0583,1.949,4.46,0.94,1.03,0.192,0.263547828,0
Kepler-1806 b,9.03332043,0.0813,2.356,6.15,0.79,0.88,-0.435,0.263425303,0
Kepler-1994 b,4.61225043,0.053,0.51,0.087,0.96,0.93,-0.042,0.263381457,0
Kepler-524 b,7.97419807,0.0791,1.91,4.31,1.1,1.09,0.439,0.26334136,0
Kepler-810 b,4.59725385,0.055,1.93,4.38,1.04,1.03,-0.032,0.263339003,0
Kepler-161 b,4.921355,0.054,2.12,12.1,0.81,0.86,-0.447,0.263215373,0
Kepler-710 b,4.34728553,0.0524,1.88,4.19,0.91,0.94,0.265,0.263204501,0
HD 176986 b,6.4898,0.06296,2.26,5.74,0.78,0.79,-0.48,0.263025942,0
Kepler-544 b,21.41616926,0.1553,2.12,5.14,1.22,1.16,0.529,0.262916362,0
Kepler-1334 b,15.64591713,0.1229,2.29,5.86,0.91,0.94,0.028,0.262905051,0
Kepler-307 b,10.4208,0.0917,2.43,7.44,0.81,0.91,-0.122,0.262896168,0
Kepler-604 b,25.85501786,0.1735,2.59,7.22,1.03,1.02,0.092,0.262873246,0
Kepler-1744 b,37.10110092,0.2093,3.768,13.6,0.85,0.89,-0.098,0.262791987,0
Kepler-293 b,19.254196,0.144,3.07,9.64,0.96,0.94,-0.233,0.262748613,0
Kepler-1110 b,9.69312032,0.0754,2.66,7.56,0.7,0.73,-0.637,0.262735994,0
HIP 116454 b,9.0949,0.07765,2.53,10.1,0.72,0.76,-0.471,0.262660527,0
Kepler-518 b,8.51203588,0.081,2.11,5.1,0.88,0.96,-0.04,0.262648641,0
Kepler-1345 b,44.6169557,0.2638,2.36,6.17,1.55,1.32,0.693,0.262642563,0
Kepler-449 b,12.58242,0.1027,2.056,4.88,1.47,1.02,0.296,0.262637125,0
Kepler-529 b,1.98035766,0.0309,1.86,4.12,1.14,1.07,0.207,0.262635024,0
Kepler-1172 b,26.0204423,0.168,3.2,10.3,0.89,0.92,-0.161,0.262560913,0
Kepler-726 b,21.80451088,0.1406,3.26,10.7,0.85,0.88,-0.319,0.262545585,0
Kepler-754 b,14.5596237,0.116,2.01,4.7,1.08,1.06,0.416,0.262518857,0
Kepler-1831 b,5.78387022,0.0655,1.97,4.54,1.01,1.12,-0.045,0.262441163,0
Kepler-306 c,7.240193,0.067,2.35,6.12,0.72,0.81,-0.469,0.262428427,0
Kepler-634 b,5.16950177,0.0578,1.89,4.23,1.24,1.03,0.421,0.262392248,0
KOI-4777.01,0.412,0.008,0.51,99.2,0.4,0.41,-1.64,0.262289456,0
TOI-4308 b,9.151201,,2.419,6.43,0.79,0.9,-0.368,0.26224473,0
HD 108236 c,6.203449,0.062,2.071,4.94,0.88,0.87,-0.15,0.262229458,0
Kepler-147 c,33.416423,0.216,2.43,6.48,1.47,1.14,0.427,0.262162886,0
Kepler-317 b,5.524242,0.061,2.09,109.8,0.94,0.86,-0.208,0.262039818,0
Kepler-1903 b,17.0678997,0.1321,2.286,5.85,1,1.05,0.292,0.261981698,0
Kepler-184 b,10.687576,0.092,2.36,6.17,0.87,0.97,-0.225,0.261973118,0
Kepler-943 b,49.7701438,0.2559,5.93,29.5,0.91,0.93,0.407,0.261968191,0
Kepler-360 c,7.186434,0.075,2.1,5.06,1.06,0.95,-0.132,0.261951545,0
Kepler-692 b,21.81293494,0.1495,3.11,9.85,0.86,0.9,-0.233,0.261908184,0
Kepler-1129 b,24.3397804,0.1644,2.96,9.06,1,1,-0.027,0.261876915,0
Kepler-1673 b,33.7888,0.2127,2.936,8.93,1.13,1.11,0.179,0.261820322,0
Kepler-529 d,35.86619949,0.2134,2.795,8.22,1.19,1.01,0.207,0.261782221,0
Kepler-251 c,16.514043,0.122,2.77,8.1,0.89,0.95,-0.172,0.261780469,0
TOI-451 b,1.858703,0.0283,1.91,4.31,0.88,0.95,-0.189,0.261762182,0
Kepler-462 b,84.6866,0.4172,3,53.9,1.57,1.59,0.926,0.2617171,0
KOI-7368 b,6.8430344,0.0678,2.22,5.56,0.87,0.88,-0.316,0.261701655,0
Kepler-735 b,11.51516988,0.0965,2.95,9.01,0.8,0.85,-0.517,0.261697849,0
Kepler-192 c,21.2234,0.15,2.79,8.2,1.01,0.94,-0.094,0.261673623,0
