"","rowid","pl_controvflag","pl_pnum","pl_orbper","pl_orbpererr1","pl_orbpererr2","pl_orbperlim","pl_orbsmaxlim","pl_radj","pl_radjerr1","pl_radjerr2","pl_radjlim","pl_ttvflag","pl_kepflag","pl_k2flag","pl_nnotes","ra","dec","st_dist","st_disterr1","st_disterr2","st_distlim","st_optmag","st_optmaglim","gaia_gmag","gaia_gmaglim","st_teff","st_tefferr1","st_tefferr2","st_tefflim","st_mass","st_masserr1","st_masserr2","st_masslim","st_rad","st_raderr1","st_raderr2","st_radlim","pl_tranflag","pl_rvflag","pl_imgflag","pl_astflag","pl_omflag","pl_cbflag","pl_rade","pl_radeerr1","pl_radeerr2","pl_radelim","pl_rads","pl_radserr1","pl_radserr2","pl_radslim","pl_trandur","pl_trandurerr1","pl_trandurerr2","pl_trandurlim","pl_tranmid","pl_tranmiderr1","pl_tranmiderr2","pl_tranmidlim","pl_ratrorlim","pl_disc","pl_status","pl_mnum","pl_st_npar","pl_st_nref","st_rah","st_glon","st_glat","st_elon","st_elat","st_plxlim","gaia_plx","gaia_plxerr1","gaia_plxerr2","gaia_plxlim","gaia_dist","gaia_disterr1","gaia_disterr2","gaia_distlim","st_pmra","st_pmraerr","st_pmralim","st_pmdec","st_pmdecerr","st_pmdeclim","st_pm","st_pmerr","st_pmlim","gaia_pmra","gaia_pmraerr","gaia_pmralim","gaia_pmdec","gaia_pmdecerr","gaia_pmdeclim","gaia_pm","gaia_pmerr","gaia_pmlim","st_logg","st_loggerr1","st_loggerr2","st_logglim","st_metfe","st_metfeerr1","st_metfeerr2","st_metfelim","st_nts","st_nplc","st_nglc","st_nrvc","st_naxa","st_nimg","st_nspec","st_j","st_jerr","st_jlim","st_h","st_herr","st_hlim","st_k","st_kerr","st_klim","st_wise1","st_wise1err","st_wise1lim","st_wise2","st_wise2err","st_wise2lim","st_wise3","st_wise3err","st_wise3lim","st_wise4","st_wise4lim","st_photn","st_jmh2","st_jmh2err","st_jmh2lim","st_hmk2","st_hmk2err","st_hmk2lim","st_jmk2","st_jmk2err","st_jmk2lim","st_colorn"
"28",28,0,5,4825,39,-39,0,0,0.294,2.378,-4.87,0,0,0,0,0,133.149216,28.330818,12.59,0.01,-0.01,0,5.96,0,5.714,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.503,0.0016,-0.0031,NA,2455446.63493,0.0037,-0.00777,NA,NA,2002,3,0,99,49,8.87661438,196.794709,37.698968,127.732452,10.367085,0,79.43,0.08,-0.08,0,12.59,0.01,-0.01,0,-485.9,0.1,0,-233.7,0.1,0,539.1,0.1,0,-485.9,0.1,0,-233.7,0.1,0,539.1,0.1,0,4.45,0.01,-0.01,0,0.31,0.04,-0.04,0,10,0,1,9,0,5,11,4.768,0.244,0,4.265,0.234,0,4.015,0.036,0,4.001,0.318,0,3.296,0.174,0,4.051,0.015,0,4.014,0,30,0.503,0.338,0,0.25,0.237,0,0.753,0.247,0,11
"29",29,0,5,0.736539,7e-06,-7e-06,0,0,0.17,0.007,-0.007,0,0,0,0,1,133.149216,28.330818,12.59,0.01,-0.01,0,5.96,0,5.714,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,1,1,0,0,0,0,1.91,0.08,-0.08,0,0.018,0.001,-0.001,0,0.0372917,0.003,-0.0047,0,2455733.013,0.007,-0.007,0,0,2004,3,0,129,54,8.87661438,196.794709,37.698968,127.732452,10.367085,0,79.43,0.08,-0.08,0,12.59,0.01,-0.01,0,-485.9,0.1,0,-233.7,0.1,0,539.1,0.1,0,-485.9,0.1,0,-233.7,0.1,0,539.1,0.1,0,4.45,0.01,-0.01,0,0.31,0.04,-0.04,0,10,0,1,9,0,5,11,4.768,0.244,0,4.265,0.234,0,4.015,0.036,0,4.001,0.318,0,3.296,0.174,0,4.051,0.015,0,4.014,0,30,0.503,0.338,0,0.25,0.237,0,0.753,0.247,0,11
"30",30,0,5,262,0.51,-0.51,0,0,0.359,0.039,-0.045,0,0,0,0,0,133.149216,28.330818,12.59,0.01,-0.01,0,5.96,0,5.714,0,5196,24,-24,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.3655,0.003658,-0.00546,NA,2455342.9688,0.000101,-0.00452,NA,NA,2007,3,0,78,49,8.87661438,196.794709,37.698968,127.732452,10.367085,0,79.43,0.08,-0.08,0,12.59,0.01,-0.01,0,-485.9,0.1,0,-233.7,0.1,0,539.1,0.1,0,-485.9,0.1,0,-233.7,0.1,0,539.1,0.1,0,4.45,0.01,-0.01,0,0.31,0.04,-0.04,0,10,0,1,9,0,5,11,4.768,0.244,0,4.265,0.234,0,4.015,0.036,0,4.001,0.318,0,3.296,0.174,0,4.051,0.015,0,4.014,0,30,0.503,0.338,0,0.25,0.237,0,0.753,0.247,0,11
"31",31,0,1,934.3,8.6,-8.6,0,0,1.11,0.046,-0.037,0,0,0,0,0,97.696281,58.162632,54.74,0.27,-0.27,0,5.86,0,5.588,0,4938,49,-50,0,1.44,0.03,NA,0,5.2,0.2,-0.26,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.76933,0.0044583,-0.0037,0,2458247.90746,0.00837,-0.0027,0,0,2008,3,0,47,24,6.51308543,156.971465,20.189874,94.938691,34.855212,0,18.27,0.09,-0.09,0,54.74,0.27,-0.27,0,-30.4,0.1,0,-338.7,0.1,0,340,0.1,0,-30.4,0.1,0,-338.7,0.1,0,340,0.1,0,3.19,0.15,-0.15,0,0.01,0.04,-0.04,0,2,0,1,1,0,3,0,4.272,0.254,0,3.825,0.252,0,3.701,0.3,0,3.662,0.508,0,2.916,0.138,0,3.689,0.024,0,3.589,0,22,0.447,0.358,0,0.124,0.392,0,0.571,0.393,0,10
"32",32,0,3,4.215,6e-04,-6e-04,0,0,0.145,0.012,-0.014,0,0,0,0,0,199.601318,-18.311195,8.51,0.02,-0.02,0,4.74,0,4.477,0,5577,33,-33,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.1283,0.0038,-0.0058333,NA,2455733.013,0.00132,-0.00533,NA,NA,2009,3,0,42,46,13.30675456,311.859025,44.092637,205.0072,-9.297809,0,117.57,0.24,-0.24,0,8.51,0.02,-0.02,0,-1070.8,0.4,0,-1063,0.4,0,1508.8,0.4,0,-1070.8,0.4,0,-1063,0.4,0,1508.8,0.4,0,4.34,0.03,-0.03,0,-0.01,0.1,-0.1,0,7,0,1,6,0,4,9,3.334,0.2,0,2.974,0.176,0,2.956,0.236,0,2.144,0.492,-1,2.791,0.524,0,3.091,0.009,0,2.986,0,36,0.36,0.266,0,0.018,0.294,0,0.378,0.309,0,21
"33",33,0,3,38.021,0.034,-0.034,0,0,0.165,0.011,-0.005,0,0,0,0,0,199.601318,-18.311195,8.51,0.02,-0.02,0,4.74,0,4.477,0,5577,33,-33,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.30962,0.0025,-0.0042,NA,2455954.58576,0.00574,-0.00105,NA,NA,2009,3,0,42,46,13.30675456,311.859025,44.092637,205.0072,-9.297809,0,117.57,0.24,-0.24,0,8.51,0.02,-0.02,0,-1070.8,0.4,0,-1063,0.4,0,1508.8,0.4,0,-1070.8,0.4,0,-1063,0.4,0,1508.8,0.4,0,4.34,0.03,-0.03,0,-0.01,0.149,-0.164,0,7,0,1,6,0,4,9,3.334,0.2,0,2.974,0.176,0,2.956,0.236,0,2.144,0.533,-1,2.791,0.524,0,3.091,0.009,0,2.986,0,36,0.36,0.266,0,0.018,0.294,0,0.378,0.309,0,21
"34",34,0,3,123.01,0.55,-0.55,0,0,0.113,0.045,-0.037,0,0,0,0,0,199.601318,-18.311195,8.51,0.02,-0.02,0,4.74,0,4.477,0,5577,33,-33,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.31121,0.0029,-0.0032,NA,2455080.92661,0.00109,-0.000534,NA,NA,2009,3,0,42,46,13.30675456,311.859025,44.092637,205.0072,-9.297809,0,117.57,0.24,-0.24,0,8.51,0.02,-0.02,0,-1070.8,0.4,0,-1063,0.4,0,1508.8,0.4,0,-1070.8,0.4,0,-1063,0.4,0,1508.8,0.4,0,4.34,0.03,-0.03,0,-0.01,0.06,-0.06,0,7,0,1,6,0,4,9,3.334,0.2,0,2.974,0.176,0,2.956,0.236,0,2.144,0.533,-1,2.791,0.524,0,3.091,0.009,0,2.986,0,36,0.36,0.266,0,0.018,0.294,0,0.378,0.309,0,21
"35",35,0,1,796,7.4,-7.4,0,0,0.87,0.07,-0.064,0,0,0,0,0,99.17099,-19.255878,19.82,0.16,-0.16,0,3.92,0,3.578,0,4792,100,-100,0,1.52,0.3,-0.3,0,2.3,0.1,-0.1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999654,0.01196,-0.000654,NA,2455528.86774,0.00015,-0.00941,NA,NA,2011,3,0,32,27,6.61139933,228.688399,-11.796021,101.741914,-42.322075,0,50.46,0.42,-0.42,0,19.82,0.16,-0.16,0,62,0.6,0,-72.8,0.6,0,95.6,0.6,0,62,0.6,0,-72.8,0.6,0,95.6,0.6,0,3.25,0.1,-0.1,0,0.21,0.1,-0.1,0,2,0,1,1,0,4,0,2.173,0.244,0,1.679,0.234,0,1.564,0.252,0,-0.682,0.508,-1,-0.525,0.524,-1,1.653,0.014,0,1.541,0,32,0.494,0.338,0,0.115,0.344,0,0.609,0.351,0,15
"36",36,0,1,116.688,0.0054,-0.0054,0,0,1.35,0.082,0,0,0,0,0,0,202.107544,13.778788,17.91,0.06,-0.06,0,4.97,0,4.709,0,5495,89.05,-66.69,0,1.09,0.05,NA,0,1.89,0.12,-0.13,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5419583,0.0075,-0.00475,0,2454743.0419,0.00191,-0.00493,0,0,1996,3,0,75,41,13.47383626,337.665279,74.100664,194.970818,21.340775,0,55.83,0.17,-0.17,0,17.91,0.06,-0.06,0,-235.6,0.4,0,-576.3,0.2,0,622.6,0.3,0,-235.6,0.4,0,-576.3,0.2,0,622.6,0.3,0,3.95,0.01,-0.01,0,-0.01,0.2,-0.2,0,6,0,1,5,0,4,2,3.798,0.286,0,3.457,0.206,0,3.5,0.294,0,2.49,0.481,-1,2.951,0.439,0,3.257,0.009,0,3.186,0,29,0.341,0.352,0,-0.043,0.359,0,0.298,0.41,0,14
"37",37,0,1,691.9,3.6,-3.6,0,0,1.074,0.056,-0.05,0,0,0,0,0,38.039253,-1.034896,83.15,0.72,-0.72,0,5.35,0,5.055,0,4846,18,-18,0,2.49,0.02,-0.27,0,10.5,1,-1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.887654,0.001862,-0.00177,NA,2455446.63493,0.00866,-0.00573,NA,NA,2012,3,0,20,17,2.53595022,169.944194,-54.44159,35.325385,-15.1675,0,12.03,0.1,-0.1,0,83.15,0.72,-0.72,0,-23.6,0.2,0,-30.5,0.2,0,38.6,0.2,0,-23.6,0.2,0,-30.5,0.2,0,38.6,0.2,0,2.63,0.05,-0.05,0,0,0.04,-0.04,0,2,0,1,1,0,3,0,3.931,0.262,0,3.318,0.214,0,3.207,0.272,0,2.101,0.373,-1,2.791,0.494,0,3.038,0.008,0,2.988,0,20,0.613,0.338,0,0.111,0.346,0,0.724,0.378,0,7
"38",38,0,1,93.4,4.5,-4.5,0,0,0.728,0.004,-0.009,0,0,0,0,0,224.201477,74.900925,159.1,11,-11,0,6.83,0,6.559,0,4847,7,-7,0,1.44,0.19,-0.19,0,10.3,0.57,-0.57,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.4699,0.01121,-0.0046,0,2456652.71245,0.0022,-0.00102,0,0,2015,3,0,26,14,14.94676514,112.794978,39.66113,130.659106,73.344908,0,6.12,0.02,-0.02,0,163.32,0.65,-0.65,0,12.8,0.1,0,3.6,0,0,13.3,0.1,0,12.8,0.1,0,3.6,0,0,13.3,0.1,0,2.57,0.03,-0.03,0,-0.03,0.109,-0.09,0,1,0,1,0,0,3,0,5.069,0.027,0,4.749,0.036,0,4.515,0.02,0,12.267,0.146,0,12.274,0.047,0,12.452,0.469,0,9.005,-1,14,0.32,0.045,0,0.234,0.041,0,0.554,0.034,0,6
"39",39,0,1,952.7,8.8,-8.8,0,0,0.867,0.056,-0.05,0,0,0,0,0,39.424168,-3.396175,101.53,1.22,-1.22,0,5.65,0,5.349,0,4785,25,-25,0,2.4,0.1,-0.4,0,11,2,-1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.675962,0.001583,-0.0019,NA,2455650.56728,0.0088,-0.004,NA,NA,2008,3,0,23,18,2.62827784,174.486548,-55.24993,35.893927,-17.849554,0,9.85,0.12,-0.12,0,101.53,1.22,-1.22,0,42.1,0.2,0,-43.3,0.2,0,60.4,0.2,0,42.1,0.2,0,-43.3,0.2,0,60.4,0.2,0,2.35,0.08,-0.08,0,-0.06,0.03,-0.03,0,2,0,1,1,0,3,0,3.94,0.266,0,3.386,0.234,0,3.266,0.258,0,3.313,0.507,0,3.036,0.275,0,3.297,0.012,0,3.242,0,20,0.554,0.354,0,0.12,0.348,0,0.674,0.371,0,7
"40",40,0,1,181.4,0.1,-0.1,0,0,0.87,0.66,-0.36,0,0,0,0,0,348.9729,-9.087737,44.08,0.51,-0.51,0,4.25,0,3.863,0,4665,18,-18,0,1.4,0.1,-0.1,0,11,0.1,-0.1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6542,0.0029,-0.0046,NA,2455997.37106,0.00573,-3e-04,NA,NA,2013,3,0,20,23,23.26486003,67.071988,-61.112023,346.308642,-4.001592,0,22.69,0.26,-0.26,0,44.08,0.51,-0.51,0,368.4,0.5,0,-17.2,0.5,0,368.8,0.5,0,368.4,0.5,0,-17.2,0.5,0,368.8,0.5,0,2.52,0.05,-0.05,0,-0.03,0.1,-0.1,0,1,0,1,0,0,3,0,2.263,0.246,0,1.69,0.216,0,1.597,0.236,0,-0.368,0.481,-1,0.108,0.494,-1,1.79,0.029,0,1.698,0,30,0.573,0.327,0,0.093,0.32,0,0.666,0.341,0,14
"41",41,0,1,7665,NA,NA,0,0,6.9,2.346,-2.9,0,0,0,0,0,94.803802,-58.05431,50.12,0.07,-0.07,0,9.128,0,8.838,0,5178,58,-58.08,0,1.3,0.05,NA,NA,1.78,4.84,-8.82,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.675962,0.001125,-0.003229,NA,2456299.3037,0.00688,-0.00351,NA,NA,2005,3,0,13,16,6.3202535,266.943713,-26.930799,106.859385,-81.211862,0,19.95,0.03,-0.03,0,50.12,0.07,-0.07,0,14.3,0.1,0,45.1,0.1,0,47.3,0.1,0,14.3,0.1,0,45.1,0.1,0,47.3,0.1,0,4.03,0.05,-0.05,NA,0.31,0.08,-0.08,NA,1,0,1,0,0,3,0,7.576,0.024,0,7.088,0.021,0,6.981,0.024,0,6.897,0.06,0,6.888,0.02,0,6.858,0.016,0,6.829,0,13,0.488,0.032,0,0.107,0.032,0,0.595,0.034,0,8
"42",42,0,1,481.9,2.7,-2.8,0,0,1.03,4.87,-2.378,0,0,0,0,0,177.564804,2.760142,2618,564,-564,0,9.58,0,8.998,0,4095,20,-20,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.958,0.004137,-0.002708,NA,2455266.0001,0.00529,-0.0018,NA,NA,2017,3,0,18,8,11.83765361,269.325351,61.573487,176.6684,1.564346,0,0.9,0.05,-0.05,0,1106.93,66.8,-66.8,0,-17.6,0.1,0,-3.5,0.1,0,17.9,0.1,0,-17.6,0.1,0,-3.5,0.1,0,17.9,0.1,0,1.89,0.1,-0.1,0,-0.71,0.09,-0.09,0,0,0,0,0,0,3,0,6.96,0.013,0,6.186,0.039,0,6.021,0.015,0,5.956,0.119,0,5.976,0.042,0,5.969,0.015,0,5.829,0,9,0.774,0.041,0,0.165,0.042,0,0.939,0.02,0,4
"43",43,0,1,268.94,0.99,-0.99,0,0,0.408,0.011,-0.009,0,0,0,0,0,318.399963,14.689387,49.42,0.08,-0.08,0,9.63,0,9.351,0,4864,101,-101,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.4562,0.0009167,-0.00542,0,2454573.6299,0.00045,-0.00414,0,0,2009,3,0,30,12,21.22666423,64.417655,-22.630868,325.97532,29.216882,0,20.23,0.03,-0.03,0,49.42,0.08,-0.08,0,234,0.1,0,-0.3,0.1,0,234,0.1,0,234,0.1,0,-0.3,0.1,0,234,0.1,0,4.26,0.29,-0.29,0,0.17,0.28,-0.3,0,2,0,1,1,0,3,0,7.882,0.029,0,7.455,0.018,0,7.336,0.022,0,7.207,0.035,0,7.35,0.02,0,7.289,0.017,0,7.176,0,15,0.427,0.034,0,0.119,0.028,0,0.546,0.036,0,6
"44",44,0,1,153.22,0.44,-0.44,0,0,1.33,4.87,-1.902,0,0,0,0,0,176.482174,14.616381,774,165,-165,0,10.31,0,9.992,0,4649,30,-30,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5419583,0.003233,-0.0014,NA,2455997.37106,0.00679,-0.0024,NA,NA,2016,3,0,17,9,11.76547827,249.002386,70.272589,170.891143,11.999643,0,1.27,0.07,-0.07,0,785.38,45.98,-45.98,0,-28.5,0.1,0,-11.7,0.1,0,30.8,0.1,0,-28.5,0.1,0,-11.7,0.1,0,30.8,0.1,0,2.61,0.12,-0.12,0,-0.22,0.08,-0.08,0,0,0,0,0,0,3,0,8.372,0.013,0,7.862,0.025,0,7.718,0.009,0,7.649,0.029,0,7.799,0.019,0,7.692,0.018,0,7.425,0,9,0.51,0.028,0,0.144,0.027,0,0.654,0.016,0,4
"45",45,0,1,137.48,0.34,-0.34,0,0,0.87,2.7,-2.378,0,0,0,0,0,240.095566,15.54693,431.61,6.55,-6.55,0,9.046,0,8.718,0,4796,117,-117,0,1.1,0.2,-0.2,0,14.7,2.8,-2.8,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6542,0.0015,-0.0037,NA,2457097.278,0.00293,-0.00408,NA,NA,2013,3,0,17,9,16.00637105,28.104434,44.780297,233.93879,35.317753,0,2.32,0.04,-0.04,0,431.61,6.55,-6.55,0,15.1,0,0,-41.9,0,0,44.6,0,0,15.1,0,0,-41.9,0,0,44.6,0,0,2.8,0.45,-0.45,0,0.28,0.07,-0.07,0,1,0,1,0,0,3,0,7.154,0.02,0,6.664,0.018,0,6.525,0.016,0,6.527,0.075,0,6.538,0.023,0,6.499,0.015,0,6.377,0,13,0.49,0.027,0,0.139,0.024,0,0.629,0.026,0,5
"46",46,0,2,379.63,2,-2,0,0,0.93,2.7,-0.013,0,0,0,0,0,154.18691,19.891409,200,349.26,-168.25,0,9.75,0,9.227,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.958,0.0054167,-0.01088,0,2455434.376,0.00223,-0.00084,0,0,2009,3,0,30,9,10.27912733,216.044637,53.952466,148.88207,8.585762,0,0.6,0.08,-0.08,0,1670.85,222.63,-222.63,0,-36.1,0.1,0,-29.9,0.1,0,46.9,0.1,0,-36.1,0.1,0,-29.9,0.1,0,46.9,0.1,0,1.77,0.19,-0.19,0,-0.79,0.127,-0.146,0,1,0,0,1,0,3,0,7.299,0.023,0,6.606,0.021,0,6.42,0.021,0,6.38,0.086,0,6.355,0.024,0,6.363,0.015,0,6.191,0,9,0.693,0.031,0,0.186,0.03,0,0.879,0.031,0,3
"47",47,0,2,621.99,10.2,-10.2,0,0,0.999,0.056,-0.039,0,0,0,0,0,154.18691,19.891409,200,329.73,-168.25,0,9.75,0,9.227,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.675962,0.0062,-0.001504,NA,2455080.92661,0.00167,-0.00386,NA,NA,2009,3,0,25,9,10.27912733,216.044637,53.952466,148.88207,8.585762,0,0.6,0.08,-0.08,0,1670.85,222.63,-222.63,0,-36.1,0.1,0,-29.9,0.1,0,46.9,0.1,0,-36.1,0.1,0,-29.9,0.1,0,46.9,0.1,0,1.77,0.19,-0.19,0,-0.79,0.09,-0.086,0,1,0,0,1,0,3,0,7.299,0.023,0,6.606,0.021,0,6.42,0.021,0,6.38,0.086,0,6.355,0.024,0,6.363,0.015,0,6.191,0,9,0.693,0.031,0,0.186,0.03,0,0.879,0.031,0,3
"48",48,0,1,578.2,5.4,-5.4,0,0,0.953,4.87,-0.375,0,0,0,0,0,25.920324,21.005314,1383.85,86.64,-86.64,0,9.36,0,8.916,0,4296,10,-10,0,0.8,0.2,-0.2,0,17.3,0.9,-0.9,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.958,0.0028,-0.01396,NA,2456285.90993,2e-05,-0.0095,NA,NA,2012,3,0,20,10,1.7280216,138.974211,-40.233372,31.621666,9.587493,0,0.72,0.05,-0.05,0,1383.85,86.64,-86.64,0,0.2,0.1,0,-3.8,0.1,0,3.8,0.1,0,0.2,0.1,0,-3.8,0.1,0,3.8,0.1,0,1.99,0.05,-0.05,0,-0.46,0.07,-0.07,0,0,0,0,0,0,3,0,7.003,0.019,0,6.337,0.02,0,6.169,0.027,0,6.107,0.094,0,6.141,0.035,0,6.106,0.015,0,5.991,0,9,0.666,0.028,0,0.168,0.034,0,0.834,0.033,0,4
"49",49,0,1,41.6855,0.003,-0.003,0,0,0.23,0.01,-0.01,0,0,0,1,1,53.650967,20.599232,180.39,1.25,-1.25,0,11.038,0,10.864,0,5766,99,-99,0,1.67,0.4,-0.4,0,1.08,0.06,-0.06,0,1,1,0,0,0,0,2.578,0.112,-0.112,0,0.024,0.001,-0.001,0,0.19646,7e-04,-0.002025,0,2457066.74,0.00346,-0.00557,0,0,2016,3,0,48,11,3.57673111,166.796349,-28.053358,56.292499,1.312319,0,5.54,0.04,-0.04,0,180.39,1.25,-1.25,0,37.1,1.5,NA,-51.5,1.5,NA,63.5,1.5,NA,36.6,0.1,0,-51.4,0.1,0,63.1,0.1,0,4.5,0.08,-0.08,0,-0.15,0.06,-0.06,0,0,0,0,0,0,3,0,9.77,0.022,0,9.432,0.022,0,9.368,0.018,0,9.31,0.024,0,9.344,0.02,0,9.332,0.038,0,8.976,0,19,0.338,0.031,0,0.064,0.028,0,0.402,0.028,0,4
"50",50,0,1,392.6,5.5,-5.5,0,0,0.867,0.056,-0.059,0,0,0,0,0,40.710224,49.58696,892.17,44.78,-44.78,0,9.14,0,8.656,0,4414,15,-15,0,0.74,0.39,-0.39,0,11,1,-1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.887654,0.0001167,-0.004,NA,2455914.1628,0.00525,-0.000754,NA,NA,2011,3,0,26,11,2.71401493,140.808446,-9.378616,54.573323,32.030243,0,1.12,0.06,-0.06,0,892.17,44.78,-44.78,0,2.8,0.1,0,-6.3,0.1,0,6.9,0.1,0,2.8,0.1,0,-6.3,0.1,0,6.9,0.1,0,2.24,0.06,-0.06,0,-0.2,0.07,-0.07,0,0,0,0,0,0,3,0,6.704,0.021,0,6.077,0.047,0,5.904,0.018,0,5.887,0.103,0,5.831,0.052,0,5.854,0.016,0,5.746,0,10,0.627,0.051,0,0.173,0.05,0,0.8,0.028,0,3
"51",51,0,1,733,5,-8,0,0,0.906,6.148,-2.9,0,0,0,0,0,40.742569,48.930061,678.94,22.15,-22.15,0,8.699,0,8.264,0,4534,8,-8,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.675962,0.00592,-0.00323,0,2455701.33646,0.002,-0.0065,0,0,2018,3,0,16,10,2.71617126,141.109069,-9.96525,54.322852,31.408497,0,1.47,0.05,-0.05,0,678.94,22.15,-22.15,0,-5.1,0.1,0,-1.1,0.1,0,5.2,0.1,0,-5.1,0.1,0,-1.1,0.1,0,5.2,0.1,0,2.48,0.04,-0.04,0,-0.13,0.06,-0.06,0,1,0,1,0,0,3,0,6.385,0.018,0,5.791,0.027,0,5.645,0.017,0,5.555,0.181,0,5.497,0.054,0,5.561,0.015,0,5.479,0,13,0.594,0.032,0,0.146,0.032,0,0.74,0.025,0,5
"52",52,0,1,2590,300,-180,0,0,1.11,4.87,-1.902,0,0,0,0,0,45.640529,49.730011,447.59,7.79,-7.79,0,9.38,0,9.029,0,4943,30,-30,0,1.52,0.22,-0.22,0,7.6,1.3,-1.3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.76933,0.003863,-0.0002988,NA,2457097.278,0.00191,-0.00254,NA,NA,2015,3,0,17,8,3.04270193,143.61786,-7.801619,58.151801,31.078591,0,2.23,0.04,-0.04,0,447.59,7.79,-7.79,0,7.7,0.1,0,-9.7,0.1,0,12.3,0.1,0,7.7,0.1,0,-9.7,0.1,0,12.3,0.1,0,2.85,0.09,-0.09,0,-0.19,0.06,-0.06,0,0,0,0,0,0,3,0,7.246,0.009,0,6.729,0.019,0,6.571,0.015,0,6.503,0.079,0,6.525,0.022,0,6.509,0.016,0,6.363,0,10,0.517,0.021,0,0.158,0.024,0,0.675,0.017,0,4
"53",53,0,2,3.8728,4e-04,-4e-04,0,0,0.145,0.013,-0.017,0,0,0,0,0,88.251183,-5.994844,20.28,0.02,-0.02,0,9.7,0,9.107,0,4324,100,-100,0,0.7,0.01,NA,0,0.53,0.3,-0.1,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0749,0.001662,-0.00675,NA,2457146.3261,0.0013,-0.00188,NA,NA,2013,3,0,20,14,5.88341217,211.656623,-15.715292,88.003116,-29.422014,0,49.31,0.05,-0.05,0,20.28,0.02,-0.02,0,-1,0.1,0,-346.7,0.1,0,346.7,0.1,0,-1,0.1,0,-346.7,0.1,0,346.7,0.1,0,4.74,0.02,-0.02,0,-0.14,0.17,-0.17,0,1,0,1,0,0,4,0,7.128,0.018,0,6.517,0.059,0,6.305,0.018,0,6.266,0.087,0,6.232,0.027,0,6.231,0.016,0,6.213,0,24,0.611,0.062,0,0.212,0.062,0,0.823,0.025,0,12
"54",54,0,2,125.94,0.44,-0.44,0,0,1.074,0.024,-0.012,0,0,0,0,0,88.251183,-5.994844,20.28,0.02,-0.02,0,9.7,0,9.107,0,4324,100,-100,0,0.7,0.03,NA,0,0.54,0.07,-0.06,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.31121,0.00504,-0.0017,NA,2457142.48782,0.00602,-0.0225,NA,NA,2013,3,0,20,14,5.88341217,211.656623,-15.715292,88.003116,-29.422014,0,49.31,0.05,-0.05,0,20.28,0.02,-0.02,0,-1,0.1,0,-346.7,0.1,0,346.7,0.1,0,-1,0.1,0,-346.7,0.1,0,346.7,0.1,0,4.74,0.02,-0.02,0,-0.14,0.17,-0.17,0,1,0,1,0,0,4,0,7.128,0.018,0,6.517,0.059,0,6.305,0.018,0,6.266,0.087,0,6.232,0.027,0,6.231,0.016,0,6.213,0,24,0.611,0.062,0,0.212,0.062,0,0.823,0.025,0,12
